Time Stamp,ID,Extended,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
1751721269126,00000433,false,1,8,00,00,00,00,00,00,00,00
1751721269130,00000290,false,1,8,C0,43,44,20,30,30,36,20
1751721269135,0000028F,false,1,8,C0,00,00,38,00,27,10,00
1751721269140,00000291,false,1,8,87,20,20,32,31,37,20,20
1751721269152,00000292,false,1,8,00,00,00,00,22,5C,00,00
1751721269158,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721269164,00000290,false,1,8,C0,43,44,20,30,30,36,20
1751721269171,000002B0,false,1,8,00,00,00,00,00,00,10,00
1751721269181,00000291,false,1,8,87,20,20,32,31,37,20,20
1751721269187,00000513,false,1,3,0C,02,00
1751721269206,00000285,false,1,3,00,00,00
1751721269211,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721269217,00000274,false,1,8,00,00,00,00,00,00,55,AA
1751721269223,00000433,false,1,8,00,00,00,00,00,00,00,00
1751721269231,00000292,false,1,8,00,00,00,00,22,5C,00,00
1751721269241,00000290,false,1,8,C0,43,44,20,30,30,36,20
1751721269256,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721269262,00000291,false,1,8,87,20,20,32,31,37,20,20
1751721269269,00000401,false,1,8,02,70,00,00,00,00,00,00
1751721269282,00000290,false,1,8,C0,43,44,20,30,30,36,20
1751721269292,0000050C,false,1,3,11,02,00
1751721269301,00000291,false,1,8,87,20,20,32,31,37,20,20
1751721269306,00000285,false,1,3,00,00,00
1751721269310,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721269317,00000274,false,1,8,00,00,00,00,00,00,55,AA
1751721269323,00000433,false,1,8,00,00,00,00,00,00,00,00
1751721269333,0000028F,false,1,8,C0,00,00,38,00,27,10,00
1751721269341,00000290,false,1,8,C0,43,44,20,30,30,36,20
1751721269350,00000291,false,1,8,87,20,20,32,31,37,20,20
1751721269356,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721269361,00000292,false,1,8,00,00,00,00,22,5C,00,00
1751721269374,000002B0,false,1,8,00,00,00,00,00,00,10,00
1751721269383,00000290,false,1,8,C0,43,44,20,30,30,36,20
1751721269390,00000511,false,1,3,13,12,00
1751721269402,00000291,false,1,8,87,20,20,32,31,37,20,20
1751721269406,00000285,false,1,3,00,00,00
1751721269410,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721269416,00000274,false,1,8,00,00,00,00,00,00,55,AA
1751721269420,00000433,false,1,8,00,00,00,00,00,00,00,00
1751721269433,00000292,false,1,8,00,00,00,00,22,5C,00,00
1751721269443,00000471,false,1,7,00,00,00,00,00,00,00
1751721269456,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721269486,00000513,false,1,3,0C,02,00
1751721269502,00000290,false,1,8,C0,43,44,20,30,30,36,20
1751721269507,00000285,false,1,3,00,00,00
1751721269511,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721269516,00000274,false,1,8,00,00,00,00,00,00,55,AA
1751721269520,00000433,false,1,8,00,00,00,00,00,00,00,00
1751721269524,00000291,false,1,8,87,20,20,32,31,37,20,20
1751721269532,0000028F,false,1,8,C0,00,00,38,00,27,10,00
1751721269542,00000290,false,1,8,C0,43,44,20,30,30,36,20
1751721269552,00000292,false,1,8,00,00,00,00,22,5C,00,00
1751721269557,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721269562,00000291,false,1,8,87,20,20,32,31,37,20,20
1751721269572,000002B0,false,1,8,00,00,00,00,00,00,10,00
1751721269582,0000050C,false,1,3,11,02,00
1751721269603,00000290,false,1,8,C0,43,44,20,30,30,36,20
1751721269608,00000285,false,1,3,00,00,00
1751721269612,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721269616,00000274,false,1,8,00,00,00,00,00,00,55,AA
1751721269620,00000433,false,1,8,00,00,00,00,00,00,00,00
1751721269625,00000291,false,1,8,87,20,20,32,31,37,20,20
1751721269633,00000292,false,1,8,00,00,00,00,22,5C,00,00
1751721269656,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721269667,00000401,false,1,8,02,70,00,00,00,00,00,00
1751721269673,00000511,false,1,3,13,12,00
1751721269693,00000290,false,1,8,C0,43,44,20,30,30,36,20
1751721269707,00000285,false,1,3,00,00,00
1751721269712,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721269717,00000274,false,1,8,00,00,00,00,00,00,55,AA
1751721269721,00000433,false,1,8,00,00,00,00,00,00,00,00
1751721269725,00000291,false,1,8,87,20,20,32,31,37,20,20
1751721269734,0000028F,false,1,8,C0,00,00,38,00,27,10,00
1751721269744,00000290,false,1,8,C0,43,44,20,30,30,36,20
1751721269754,00000292,false,1,8,00,00,00,00,22,5C,00,00
1751721269758,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721269765,00000291,false,1,8,87,20,20,32,31,38,20,20
1751721269769,00000513,false,1,3,0C,02,00
1751721269775,000002B0,false,1,8,00,00,00,00,00,00,10,00
1751721269806,00000285,false,1,3,00,00,00
1751721269810,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721269816,00000274,false,1,8,00,00,00,00,00,00,55,AA
1751721269822,00000433,false,1,8,00,00,00,00,00,00,00,00
1751721269834,00000292,false,1,8,00,00,00,00,22,5C,00,00
1751721269856,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721269864,0000050C,false,1,3,11,02,00
1751721269885,00000290,false,1,8,C0,43,44,20,30,30,36,20
1751721269904,00000291,false,1,8,87,20,20,32,31,38,20,20
1751721269909,00000285,false,1,3,00,00,00
1751721269913,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721269917,00000274,false,1,8,00,00,00,00,00,00,55,AA
1751721269921,00000433,false,1,8,00,00,00,00,00,00,00,00
1751721269934,0000028F,false,1,8,C0,00,00,38,00,27,10,00
1751721269944,00000290,false,1,8,C0,43,44,20,30,30,36,20
1751721269949,00000511,false,1,3,13,12,00
1751721269954,00000291,false,1,8,87,20,20,32,31,38,20,20
1751721269958,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721269966,00000292,false,1,8,00,00,00,00,22,5C,00,00
1751721269974,000002B0,false,1,8,00,00,00,00,00,00,10,00
1751721269986,00000471,false,1,7,00,00,00,00,00,00,00
1751721269996,00000473,false,1,3,00,C0,00
1751721270008,00000285,false,1,3,00,00,00
1751721270014,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721270020,00000274,false,1,8,00,00,00,00,00,00,55,AA
1751721270026,00000433,false,1,8,00,00,00,00,00,00,00,00
1751721270034,00000292,false,1,8,00,00,00,00,22,5C,00,00
1751721270048,00000513,false,1,3,0C,02,00
1751721270057,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721270066,00000401,false,1,8,02,70,00,00,00,00,00,00
1751721270084,00000290,false,1,8,C0,43,44,20,30,30,36,20
1751721270106,00000291,false,1,8,87,20,20,32,31,38,20,20
1751721270112,00000285,false,1,3,00,00,00
1751721270119,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721270125,00000274,false,1,8,00,00,00,00,00,00,55,AA
1751721270131,00000433,false,1,8,00,00,00,00,00,00,00,00
1751721270137,0000028F,false,1,8,C0,00,00,38,00,27,10,00
1751721270146,00000290,false,1,8,C0,43,44,20,30,30,36,20
1751721270156,00000291,false,1,8,87,20,20,32,31,38,20,20
1751721270160,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721270164,00000292,false,1,8,00,00,00,00,22,5C,00,00
1751721270175,000002B0,false,1,8,00,00,00,00,00,00,10,00
1751721270184,0000050C,false,1,3,11,02,00
1751721270207,00000285,false,1,3,00,00,00
1751721270213,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721270219,00000274,false,1,8,00,00,00,00,00,00,55,AA
1751721270224,00000433,false,1,8,00,00,00,00,00,00,00,00
1751721270235,00000292,false,1,8,00,00,00,00,22,5C,00,00
1751721270256,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721270267,00000511,false,1,3,13,12,00
1751721270286,00000290,false,1,8,C0,43,44,20,30,30,36,20
1751721270306,00000291,false,1,8,87,20,20,32,31,38,20,20
1751721270312,00000285,false,1,3,00,00,00
1751721270318,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721270322,00000274,false,1,8,00,00,00,00,00,00,55,AA
1751721270326,00000433,false,1,8,00,00,00,00,00,00,00,00
1751721270336,0000028F,false,1,8,C0,00,00,38,00,27,10,00
1751721270346,00000290,false,1,8,C0,43,44,20,30,30,36,20
1751721270356,00000291,false,1,8,87,20,20,32,31,38,20,20
1751721270360,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721270364,00000292,false,1,8,00,00,00,00,22,5C,00,00
1751721270369,00000513,false,1,3,0C,02,00
1751721270374,000002B0,false,1,8,00,00,00,00,00,00,10,00
1751721270405,00000285,false,1,3,00,00,00
1751721270409,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721270416,00000274,false,1,8,00,00,00,00,00,00,55,AA
1751721270420,00000433,false,1,8,00,00,00,00,00,00,00,00
1751721270434,00000292,false,1,8,00,00,00,00,22,5C,00,00
1751721270444,00000471,false,1,7,00,00,00,00,00,00,00
1751721270455,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721270464,0000050C,false,1,3,11,02,00
1751721270468,00000401,false,1,8,02,70,00,00,00,00,00,00
1751721270484,00000290,false,1,8,C0,43,44,20,30,30,36,20
1751721270504,00000291,false,1,8,87,20,20,32,31,38,20,20
1751721270509,00000285,false,1,3,00,00,00
1751721270513,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721270517,00000274,false,1,8,00,00,00,00,00,00,55,AA
1751721270521,00000433,false,1,8,00,00,00,00,00,00,00,00
1751721270534,0000028F,false,1,8,C0,00,00,38,00,27,10,00
1751721270544,00000290,false,1,8,C0,43,44,20,30,30,36,20
1751721270548,00000511,false,1,3,13,12,00
1751721270554,00000291,false,1,8,87,20,20,32,31,38,20,20
1751721270558,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721270566,00000292,false,1,8,00,00,00,00,22,5C,00,00
1751721270574,000002B0,false,1,8,00,00,00,00,00,00,10,00
1751721270607,00000285,false,1,3,00,00,00
1751721270612,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721270618,00000274,false,1,8,00,00,00,00,00,00,55,AA
1751721270624,00000433,false,1,8,00,00,00,00,00,00,00,00
1751721270635,00000292,false,1,8,00,00,00,00,22,5C,00,00
1751721270646,00000513,false,1,3,0C,02,00
1751721270658,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721270676,00000290,false,1,8,C0,43,44,20,30,30,36,20
1751721270698,00000291,false,1,8,87,20,20,32,31,38,20,20
1751721270707,00000285,false,1,3,00,00,00
1751721270713,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721270720,00000274,false,1,8,00,00,00,00,00,00,55,AA
1751721270726,00000290,false,1,8,C0,43,44,20,30,30,36,20
1751721270732,00000433,false,1,8,00,00,00,00,00,00,00,00
1751721270739,0000028F,false,1,8,C0,00,00,38,00,27,10,00
1751721270745,00000291,false,1,8,87,20,20,32,31,39,20,20
1751721270751,00000292,false,1,8,00,00,00,00,22,5C,00,00
1751721270758,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721270762,00000290,false,1,8,C0,43,44,20,30,30,36,20
1751721270766,000002B0,false,1,8,00,00,00,00,00,00,10,00
1751721270776,0000050C,false,1,3,11,02,00
1751721270806,00000285,false,1,3,00,00,00
1751721270810,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721270815,00000274,false,1,8,00,00,00,00,00,00,55,AA
1751721270820,00000433,false,1,8,00,00,00,00,00,00,00,00
1751721270826,00000292,false,1,8,00,00,00,00,22,5C,00,00
1751721270855,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721270868,00000401,false,1,8,02,70,00,00,00,00,00,00
1751721270872,00000511,false,1,3,13,12,00
1751721270877,00000290,false,1,8,C0,43,44,20,30,30,36,20
1751721270896,00000291,false,1,8,87,20,20,32,31,39,20,20
1751721270906,00000285,false,1,3,00,00,00
1751721270911,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721270917,00000274,false,1,8,00,00,00,00,00,00,55,AA
1751721270921,00000433,false,1,8,00,00,00,00,00,00,00,00
1751721270926,0000028F,false,1,8,C0,00,00,38,00,27,10,00
1751721270936,00000290,false,1,8,C0,43,44,20,30,30,36,20
1751721270946,00000291,false,1,8,87,20,20,32,31,39,20,20
1751721270955,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721270959,00000292,false,1,8,00,00,00,00,22,5C,00,00
1751721270966,000002B0,false,1,8,00,00,00,00,00,00,10,00
1751721270970,00000513,false,1,3,0C,02,00
1751721270976,00000471,false,1,7,00,00,00,00,00,00,00
1751721270985,00000473,false,1,3,00,C0,00
1751721271005,00000285,false,1,3,00,00,00
1751721271009,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721271015,00000274,false,1,8,00,00,00,00,00,00,55,AA
1751721271020,00000433,false,1,8,00,00,00,00,00,00,00,00
1751721271026,00000292,false,1,8,00,00,00,00,22,5C,00,00
1751721271056,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721271068,0000050C,false,1,3,11,02,00
1751721271078,00000290,false,1,8,C0,43,44,20,30,30,36,20
1751721271096,00000291,false,1,8,87,20,20,32,31,39,20,20
1751721271105,00000285,false,1,3,00,00,00
1751721271109,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721271115,00000274,false,1,8,00,00,00,00,00,00,55,AA
1751721271119,00000433,false,1,8,00,00,00,00,00,00,00,00
1751721271126,0000028F,false,1,8,C0,00,00,38,00,27,10,00
1751721271136,00000290,false,1,8,C0,43,44,20,30,30,36,20
1751721271146,00000291,false,1,8,87,20,20,32,31,39,20,20
1751721271157,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721271163,00000292,false,1,8,00,00,00,00,22,5C,00,00
1751721271167,000002B0,false,1,8,00,00,00,00,00,00,10,00
1751721271171,00000511,false,1,3,13,12,00
1751721271205,00000285,false,1,3,00,00,00
1751721271211,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721271215,00000274,false,1,8,00,00,00,00,00,00,55,AA
1751721271219,00000433,false,1,8,00,00,00,00,00,00,00,00
1751721271226,00000292,false,1,8,00,00,00,00,22,5C,00,00
1751721271255,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721271259,0000028F,false,1,8,C0,00,00,20,00,27,10,00
1751721271266,00000290,false,1,8,C0,43,44,20,20,50,41,55
1751721271270,00000513,false,1,3,0C,02,00
1751721271273,00000401,false,1,8,02,70,00,00,00,00,00,00
1751721271286,00000291,false,1,8,87,53,45,20,20,20,20,20
1751721271305,00000285,false,1,3,00,00,00
1751721271309,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721271313,00000290,false,1,8,C0,43,44,20,20,50,41,55
1751721271317,00000274,false,1,8,00,00,00,00,00,00,55,AA
1751721271322,00000433,false,1,8,00,00,00,00,00,00,00,00
1751721271327,0000028F,false,1,8,C0,00,00,20,00,27,10,00
1751721271337,00000291,false,1,8,87,53,45,20,20,20,20,20
1751721271347,00000290,false,1,8,C0,43,44,20,20,50,41,55
1751721271355,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721271360,00000292,false,1,8,00,00,00,00,22,5C,00,00
1751721271367,000002B0,false,1,8,00,00,00,00,00,00,10,00
1751721271378,00000291,false,1,8,87,53,45,20,20,20,20,20
1751721271388,00000290,false,1,8,C0,43,44,20,20,50,41,55
1751721271398,0000050C,false,1,3,11,02,00
1751721271405,00000285,false,1,3,00,00,00
1751721271409,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721271415,00000274,false,1,8,00,00,00,00,00,00,55,AA
1751721271420,00000433,false,1,8,00,00,00,00,00,00,00,00
1751721271424,00000291,false,1,8,87,53,45,20,20,20,20,20
1751721271428,00000292,false,1,8,00,00,00,00,22,5C,00,00
1751721271438,00000471,false,1,7,00,00,00,00,00,00,00
1751721271455,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721271486,00000511,false,1,3,13,12,00
1751721271505,00000285,false,1,3,00,00,00
1751721271509,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721271515,00000274,false,1,8,00,00,00,00,00,00,55,AA
1751721271520,00000433,false,1,8,00,00,00,00,00,00,00,00
1751721271528,0000028F,false,1,8,C0,00,00,20,00,27,10,00
1751721271538,00000290,false,1,8,C0,43,44,20,20,50,41,55
1751721271548,00000291,false,1,8,87,53,45,20,20,20,20,20
1751721271555,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721271559,00000292,false,1,8,00,00,00,00,22,5C,00,00
1751721271568,000002B0,false,1,8,00,00,00,00,00,00,10,00
1751721271578,00000290,false,1,8,C0,43,44,20,20,50,41,55
1751721271586,00000513,false,1,3,0C,02,00
1751721271598,00000291,false,1,8,87,53,45,20,20,20,20,20
1751721271605,00000285,false,1,3,00,00,00
1751721271609,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721271615,00000274,false,1,8,00,00,00,00,00,00,55,AA
1751721271619,00000433,false,1,8,00,00,00,00,00,00,00,00
1751721271628,00000292,false,1,8,00,00,00,00,22,5C,00,00
1751721271655,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721271668,00000401,false,1,8,02,70,00,00,00,00,00,00
1751721271690,0000050C,false,1,3,11,02,00
1751721271707,00000285,false,1,3,00,00,00
1751721271713,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721271719,00000274,false,1,8,00,00,00,00,00,00,55,AA
1751721271726,00000433,false,1,8,00,00,00,00,00,00,00,00
1751721271732,0000028F,false,1,8,C0,00,00,20,00,27,10,00
1751721271738,00000290,false,1,8,C0,43,44,20,20,50,41,55
1751721271750,00000291,false,1,8,87,53,45,20,20,20,20,20
1751721271757,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721271761,00000292,false,1,8,00,00,00,00,22,5C,00,00
1751721271768,000002B0,false,1,8,00,00,00,00,00,00,10,00
1751721271778,00000290,false,1,8,C0,43,44,20,20,50,41,55
1751721271786,00000511,false,1,3,13,12,00
1751721271798,00000291,false,1,8,87,53,45,20,20,20,20,20
1751721271805,00000285,false,1,3,00,00,00
1751721271811,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721271817,00000274,false,1,8,00,00,00,00,00,00,55,AA
1751721271822,00000433,false,1,8,00,00,00,00,00,00,00,00
1751721271828,00000292,false,1,8,00,00,00,00,22,5C,00,00
1751721271855,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721271878,00000290,false,1,8,C0,43,44,20,20,50,41,55
1751721271888,00000513,false,1,3,0C,02,00
1751721271898,00000291,false,1,8,87,53,45,20,20,20,20,20
1751721271907,00000285,false,1,3,00,00,00
1751721271913,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721271919,00000274,false,1,8,00,00,00,00,00,00,55,AA
1751721271926,00000433,false,1,8,00,00,00,00,00,00,00,00
1751721271930,0000028F,false,1,8,C0,00,00,20,00,27,10,00
1751721271938,00000290,false,1,8,C0,43,44,20,20,50,41,55
1751721271948,00000291,false,1,8,87,53,45,20,20,20,20,20
1751721271955,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721271959,00000292,false,1,8,00,00,00,00,22,5C,00,00
1751721271968,000002B0,false,1,8,00,00,00,00,00,00,10,00
1751721271980,00000471,false,1,7,00,00,00,00,00,00,00
1751721271990,00000473,false,1,3,00,C0,00
1751721271997,0000050C,false,1,3,11,02,00
1751721272005,00000285,false,1,3,00,00,00
1751721272009,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721272017,00000274,false,1,8,00,00,00,00,00,00,55,AA
1751721272024,00000433,false,1,8,00,00,00,00,00,00,00,00
1751721272028,00000292,false,1,8,00,00,00,00,22,5C,00,00
1751721272055,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721272066,00000401,false,1,8,02,70,00,00,00,00,00,00
1751721272080,00000290,false,1,8,C0,43,44,20,20,50,41,55
1751721272088,00000511,false,1,3,13,12,00
1751721272100,00000291,false,1,8,87,53,45,20,20,20,20,20
1751721272105,00000285,false,1,3,00,00,00
1751721272109,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721272117,00000274,false,1,8,00,00,00,00,00,00,55,AA
1751721272121,00000433,false,1,8,00,00,00,00,00,00,00,00
1751721272128,0000028F,false,1,8,C0,00,00,20,00,27,10,00
1751721272138,00000290,false,1,8,C0,43,44,20,20,50,41,55
1751721272148,00000291,false,1,8,87,53,45,20,20,20,20,20
1751721272155,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721272161,00000292,false,1,8,00,00,00,00,22,5C,00,00
1751721272170,000002B0,false,1,8,00,00,00,00,00,00,10,00
1751721272178,0000028F,false,1,8,C0,00,00,00,00,27,10,00
1751721272186,00000513,false,1,3,0C,02,00
1751721272190,00000290,false,1,8,C0,43,44,20,20,20,20,20
1751721272205,00000285,false,1,3,00,00,00
1751721272209,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721272213,00000291,false,1,8,87,20,20,20,20,20,20,20
1751721272216,00000274,false,1,8,00,00,00,00,00,00,55,AA
1751721272220,00000433,false,1,8,00,00,00,00,00,00,00,00
1751721272228,00000292,false,1,8,00,00,00,00,22,5C,00,00
1751721272257,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721272289,0000050C,false,1,3,11,02,00
1751721272305,00000285,false,1,3,00,00,00
1751721272309,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721272317,00000274,false,1,8,00,00,00,00,00,00,55,AA
1751721272324,00000433,false,1,8,00,00,00,00,00,00,00,00
1751721272330,0000028F,false,1,8,C0,00,00,38,00,27,10,00
1751721272334,00000290,false,1,8,C0,43,44,20,30,30,36,20
1751721272339,00000291,false,1,8,87,20,20,20,20,20,20,20
1751721272349,00000292,false,1,8,00,00,00,00,22,5C,00,00
1751721272355,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721272359,0000028F,false,1,8,C0,00,00,38,00,27,10,00
1751721272370,000002B0,false,1,8,00,00,00,00,00,00,10,00
1751721272381,00000291,false,1,8,87,20,20,32,31,39,20,20
1751721272388,00000511,false,1,3,13,12,00
1751721272407,00000285,false,1,3,00,00,00
1751721272413,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721272418,00000274,false,1,8,00,00,00,00,00,00,55,AA
1751721272422,00000433,false,1,8,00,00,00,00,00,00,00,00
1751721272429,00000292,false,1,8,00,00,00,00,22,5C,00,00
1751721272439,00000471,false,1,7,00,00,00,00,00,00,00
1751721272457,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721272466,00000401,false,1,8,02,70,00,00,00,00,00,00
1751721272488,00000513,false,1,3,0C,02,00
1751721272504,00000285,false,1,3,00,00,00
1751721272509,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721272516,00000274,false,1,8,00,00,00,00,00,00,55,AA
1751721272523,00000433,false,1,8,00,00,00,00,00,00,00,00
1751721272531,0000028F,false,1,8,C0,00,00,38,00,27,10,00
1751721272540,00000290,false,1,8,C0,43,44,20,30,30,36,20
1751721272549,00000291,false,1,8,87,20,20,32,31,39,20,20
1751721272555,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721272559,00000292,false,1,8,00,00,00,00,22,5C,00,00
1751721272569,000002B0,false,1,8,00,00,00,00,00,00,10,00
1751721272591,00000291,false,1,8,87,20,20,32,31,39,20,20
1751721272601,0000050C,false,1,3,11,02,00
1751721272607,00000285,false,1,3,00,00,00
1751721272613,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721272620,00000274,false,1,8,00,00,00,00,00,00,55,AA
1751721272626,00000433,false,1,8,00,00,00,00,00,00,00,00
1751721272632,00000292,false,1,8,00,00,00,00,22,5C,00,00
1751721272651,00000290,false,1,8,C0,43,44,20,30,30,36,20
1751721272657,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721272671,00000291,false,1,8,87,20,20,32,32,30,20,20
1751721272688,00000511,false,1,3,13,12,00
1751721272704,00000285,false,1,3,00,00,00
1751721272709,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721272715,00000274,false,1,8,00,00,00,00,00,00,55,AA
1751721272719,00000433,false,1,8,00,00,00,00,00,00,00,00
1751721272731,0000028F,false,1,8,C0,00,00,38,00,27,10,00
1751721272741,00000290,false,1,8,C0,43,44,20,30,30,36,20
1751721272749,00000291,false,1,8,87,20,20,32,32,30,20,20
1751721272755,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721272759,00000292,false,1,8,00,00,00,00,22,5C,00,00
1751721272769,000002B0,false,1,8,00,00,00,00,00,00,10,00
1751721272786,00000513,false,1,3,0C,02,00
1751721272804,00000285,false,1,3,00,00,00
1751721272809,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721272815,00000274,false,1,8,00,00,00,00,00,00,55,AA
1751721272819,00000433,false,1,8,00,00,00,00,00,00,00,00
1751721272829,00000292,false,1,8,00,00,00,00,22,5C,00,00
1751721272849,00000290,false,1,8,C0,43,44,20,30,30,36,20
1751721272855,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721272866,00000401,false,1,8,02,70,00,00,00,00,00,00
1751721272870,00000291,false,1,8,87,20,20,32,32,30,20,20
1751721272889,00000290,false,1,8,C0,43,44,20,30,30,36,20
1751721272898,0000050C,false,1,3,11,02,00
1751721272904,00000285,false,1,3,00,00,00
1751721272909,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721272913,00000291,false,1,8,87,20,20,32,32,30,20,20
1751721272917,00000274,false,1,8,00,00,00,00,00,00,55,AA
1751721272921,00000433,false,1,8,00,00,00,00,00,00,00,00
1751721272929,0000028F,false,1,8,C0,00,00,38,00,27,10,00
1751721272939,00000290,false,1,8,C0,43,44,20,30,30,36,20
1751721272949,00000291,false,1,8,87,20,20,32,32,30,20,20
1751721272955,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721272959,00000292,false,1,8,00,00,00,00,22,5C,00,00
1751721272969,000002B0,false,1,8,00,00,00,00,00,00,10,00
1751721272980,00000471,false,1,7,00,00,00,00,00,00,00
1751721272986,00000511,false,1,3,13,12,00
1751721272990,0000028F,false,1,8,C0,00,00,20,00,27,10,00
1751721273000,00000290,false,1,8,C0,43,44,20,20,50,41,55
1751721273006,00000285,false,1,3,00,00,00
1751721273013,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721273019,00000473,false,1,3,00,C0,00
1751721273025,00000274,false,1,8,00,00,00,00,00,00,55,AA
1751721273031,00000433,false,1,8,00,00,00,00,00,00,00,00
1751721273037,00000291,false,1,8,87,53,45,20,20,20,20,20
1751721273042,00000292,false,1,8,00,00,00,00,22,5C,00,00
1751721273046,00000290,false,1,8,C0,43,44,20,20,50,41,55
1751721273055,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721273061,00000291,false,1,8,87,53,45,20,20,20,20,20
1751721273086,00000513,false,1,3,0C,02,00
1751721273090,00000290,false,1,8,C0,43,44,20,20,50,41,55
1751721273104,00000285,false,1,3,00,00,00
1751721273108,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
