Time Stamp,ID,Extended,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
1751721283801,00000285,false,1,3,00,00,00
1751721283806,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721283812,00000274,false,1,8,00,00,00,00,00,00,55,AA
1751721283816,00000433,false,1,8,00,00,00,00,00,00,00,00
1751721283837,00000292,false,1,8,00,00,00,00,22,5C,00,00
1751721283852,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721283857,0000050C,false,1,3,11,02,00
1751721283880,00000290,false,1,8,C0,43,44,20,20,50,41,55
1751721283898,00000291,false,1,8,87,53,45,20,20,20,20,20
1751721283902,00000285,false,1,3,00,00,00
1751721283906,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721283911,00000274,false,1,8,00,00,00,00,00,00,55,AA
1751721283915,00000433,false,1,8,00,00,00,00,00,00,00,00
1751721283937,0000028F,false,1,8,C0,00,00,20,00,27,10,00
1751721283942,00000511,false,1,3,13,12,00
1751721283947,00000290,false,1,8,C0,43,44,20,20,50,41,55
1751721283951,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721283957,00000291,false,1,8,87,53,45,20,20,20,20,20
1751721283967,00000292,false,1,8,00,00,00,00,22,5C,00,00
1751721283977,000002B0,false,1,8,00,00,00,00,00,00,10,00
1751721283988,00000471,false,1,7,00,00,00,00,00,00,00
1751721283998,00000473,false,1,3,00,C0,00
1751721284004,00000285,false,1,3,00,00,00
1751721284009,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721284015,00000274,false,1,8,00,00,00,00,00,00,55,AA
1751721284020,00000433,false,1,8,00,00,00,00,00,00,00,00
1751721284027,00000513,false,1,3,0C,02,00
1751721284039,00000292,false,1,8,00,00,00,00,22,5C,00,00
1751721284054,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721284066,00000401,false,1,8,02,70,00,00,00,00,00,00
1751721284078,00000290,false,1,8,C0,43,44,20,20,50,41,55
1751721284097,00000291,false,1,8,87,53,45,20,20,20,20,20
1751721284101,00000285,false,1,3,00,00,00
1751721284105,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721284112,00000274,false,1,8,00,00,00,00,00,00,55,AA
1751721284118,00000433,false,1,8,00,00,00,00,00,00,00,00
1751721284125,0000050C,false,1,3,11,02,00
1751721284137,0000028F,false,1,8,C0,00,00,20,00,27,10,00
1751721284147,00000290,false,1,8,C0,43,44,20,20,50,41,55
1751721284152,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721284157,00000291,false,1,8,87,53,45,20,20,20,20,20
1751721284167,00000292,false,1,8,00,00,00,00,22,5C,00,00
1751721284177,000002B0,false,1,8,00,00,00,00,00,00,10,00
1751721284201,00000285,false,1,3,00,00,00
1751721284207,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721284214,00000511,false,1,3,13,12,00
1751721284220,00000274,false,1,8,00,00,00,00,00,00,55,AA
1751721284226,00000433,false,1,8,00,00,00,00,00,00,00,00
1751721284239,00000292,false,1,8,00,00,00,00,22,5C,00,00
1751721284252,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721284277,00000290,false,1,8,C0,43,44,20,20,50,41,55
1751721284286,00000513,false,1,3,0C,02,00
1751721284297,00000291,false,1,8,87,53,45,20,20,20,20,20
1751721284301,00000285,false,1,3,00,00,00
1751721284308,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721284313,00000274,false,1,8,00,00,00,00,00,00,55,AA
1751721284317,00000433,false,1,8,00,00,00,00,00,00,00,00
1751721284337,0000028F,false,1,8,C0,00,00,20,00,27,10,00
1751721284349,00000290,false,1,8,C0,43,44,20,20,50,41,55
1751721284355,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721284361,00000291,false,1,8,87,53,45,20,20,20,20,20
1751721284369,00000292,false,1,8,00,00,00,00,22,5C,00,00
1751721284379,000002B0,false,1,8,00,00,00,00,00,00,10,00
1751721284389,0000050C,false,1,3,11,02,00
1751721284403,00000285,false,1,3,00,00,00
1751721284409,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721284413,00000274,false,1,8,00,00,00,00,00,00,55,AA
1751721284418,00000433,false,1,8,00,00,00,00,00,00,00,00
1751721284439,00000292,false,1,8,00,00,00,00,22,5C,00,00
1751721284447,00000471,false,1,7,00,00,00,00,00,00,00
1751721284451,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721284466,00000401,false,1,8,02,70,00,00,00,00,00,00
1751721284477,00000290,false,1,8,C0,43,44,20,20,50,41,55
1751721284482,00000511,false,1,3,13,12,00
1751721284497,00000291,false,1,8,87,53,45,20,20,20,20,20
1751721284501,00000285,false,1,3,00,00,00
1751721284506,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721284513,00000274,false,1,8,00,00,00,00,00,00,55,AA
1751721284520,00000433,false,1,8,00,00,00,00,00,00,00,00
1751721284539,0000028F,false,1,8,C0,00,00,20,00,27,10,00
1751721284548,00000290,false,1,8,C0,43,44,20,20,50,41,55
1751721284553,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721284557,00000291,false,1,8,87,53,45,20,20,20,20,20
1751721284566,00000513,false,1,3,0C,02,00
1751721284570,00000292,false,1,8,00,00,00,00,22,5C,00,00
1751721284577,000002B0,false,1,8,00,00,00,00,00,00,10,00
1751721284603,00000285,false,1,3,00,00,00
1751721284609,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721284614,00000274,false,1,8,00,00,00,00,00,00,55,AA
1751721284618,00000433,false,1,8,00,00,00,00,00,00,00,00
1751721284639,00000292,false,1,8,00,00,00,00,22,5C,00,00
1751721284651,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721284658,0000050C,false,1,3,11,02,00
1751721284677,00000290,false,1,8,C0,43,44,20,20,50,41,55
1751721284697,00000291,false,1,8,87,53,45,20,20,20,20,20
1751721284702,00000285,false,1,3,00,00,00
1751721284707,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721284712,00000274,false,1,8,00,00,00,00,00,00,55,AA
1751721284716,00000433,false,1,8,00,00,00,00,00,00,00,00
1751721284738,0000028F,false,1,8,C0,00,00,20,00,27,10,00
1751721284744,00000511,false,1,3,13,12,00
1751721284750,00000290,false,1,8,C0,43,44,20,20,50,41,55
1751721284754,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721284760,00000291,false,1,8,87,53,45,20,20,20,20,20
1751721284767,00000292,false,1,8,00,00,00,00,22,5C,00,00
1751721284778,000002B0,false,1,8,00,00,00,00,00,00,10,00
1751721284804,00000285,false,1,3,00,00,00
1751721284810,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721284816,00000274,false,1,8,00,00,00,00,00,00,55,AA
1751721284821,00000433,false,1,8,00,00,00,00,00,00,00,00
1751721284827,00000513,false,1,3,0C,02,00
1751721284837,00000292,false,1,8,00,00,00,00,22,5C,00,00
1751721284851,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721284868,00000401,false,1,8,02,70,00,00,00,00,00,00
1751721284878,00000290,false,1,8,C0,43,44,20,20,50,41,55
1751721284900,00000291,false,1,8,87,53,45,20,20,20,20,20
1751721284906,00000285,false,1,3,00,00,00
1751721284912,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721284917,00000274,false,1,8,00,00,00,00,00,00,55,AA
1751721284924,00000433,false,1,8,00,00,00,00,00,00,00,00
1751721284928,0000050C,false,1,3,11,02,00
1751721284939,0000028F,false,1,8,C0,00,00,20,00,27,10,00
1751721284947,00000290,false,1,8,C0,43,44,20,20,50,41,55
1751721284951,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721284957,00000291,false,1,8,87,53,45,20,20,20,20,20
1751721284967,00000292,false,1,8,00,00,00,00,22,5C,00,00
1751721284978,000002B0,false,1,8,00,00,00,00,00,00,10,00
1751721284987,00000471,false,1,7,00,00,00,00,00,00,00
1751721284998,00000473,false,1,3,00,C0,00
1751721285002,00000285,false,1,3,00,00,00
1751721285006,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721285012,00000511,false,1,3,13,12,00
1751721285017,00000274,false,1,8,00,00,00,00,00,00,55,AA
1751721285021,00000433,false,1,8,00,00,00,00,00,00,00,00
1751721285038,00000292,false,1,8,00,00,00,00,22,5C,00,00
1751721285054,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721285083,00000290,false,1,8,C0,43,44,20,20,50,41,55
1751721285090,00000513,false,1,3,0C,02,00
1751721285101,00000291,false,1,8,87,53,45,20,20,20,20,20
1751721285108,00000285,false,1,3,00,00,00
1751721285116,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721285123,00000274,false,1,8,00,00,00,00,00,00,55,AA
1751721285130,00000433,false,1,8,00,00,00,00,00,00,00,00
1751721285139,0000028F,false,1,8,C0,00,00,20,00,27,10,00
1751721285150,00000290,false,1,8,C0,43,44,20,20,50,41,55
1751721285156,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721285164,00000291,false,1,8,87,53,45,20,20,20,20,20
1751721285169,00000292,false,1,8,00,00,00,00,22,5C,00,00
1751721285179,000002B0,false,1,8,00,00,00,00,00,00,10,00
1751721285189,0000050C,false,1,3,11,02,00
1751721285204,00000285,false,1,3,00,00,00
1751721285211,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721285217,00000274,false,1,8,00,00,00,00,00,00,55,AA
1751721285222,00000433,false,1,8,00,00,00,00,00,00,00,00
1751721285238,00000292,false,1,8,00,00,00,00,22,5C,00,00
1751721285253,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721285268,00000401,false,1,8,02,70,00,00,00,00,00,00
1751721285279,00000290,false,1,8,C0,43,44,20,20,50,41,55
1751721285285,00000511,false,1,3,13,12,00
1751721285302,00000291,false,1,8,87,53,45,20,20,20,20,20
1751721285307,00000285,false,1,3,00,00,00
1751721285313,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721285318,00000274,false,1,8,00,00,00,00,00,00,55,AA
1751721285323,00000433,false,1,8,00,00,00,00,00,00,00,00
1751721285341,0000028F,false,1,8,C0,00,00,20,00,27,10,00
1751721285348,00000290,false,1,8,C0,43,44,20,20,50,41,55
1751721285354,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721285359,00000291,false,1,8,87,53,45,20,20,20,20,20
1751721285367,00000513,false,1,3,0C,02,00
1751721285373,00000292,false,1,8,00,00,00,00,22,5C,00,00
1751721285382,000002B0,false,1,8,00,00,00,00,00,00,10,00
1751721285402,00000285,false,1,3,00,00,00
1751721285410,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721285415,00000274,false,1,8,00,00,00,00,00,00,55,AA
1751721285421,00000433,false,1,8,00,00,00,00,00,00,00,00
1751721285438,00000292,false,1,8,00,00,00,00,22,5C,00,00
1751721285448,00000471,false,1,7,00,00,00,00,00,00,00
1751721285456,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721285464,0000050C,false,1,3,11,02,00
1751721285480,00000290,false,1,8,C0,43,44,20,20,50,41,55
1751721285500,00000291,false,1,8,87,53,45,20,20,20,20,20
1751721285504,00000285,false,1,3,00,00,00
1751721285509,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721285514,00000274,false,1,8,00,00,00,00,00,00,55,AA
1751721285523,00000433,false,1,8,00,00,00,00,00,00,00,00
1751721285540,0000028F,false,1,8,C0,00,00,20,00,27,10,00
1751721285547,00000511,false,1,3,13,12,00
1751721285555,00000290,false,1,8,C0,43,44,20,20,50,41,55
1751721285562,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721285566,00000291,false,1,8,87,53,45,20,20,20,20,20
1751721285570,00000292,false,1,8,00,00,00,00,22,5C,00,00
1751721285578,000002B0,false,1,8,00,00,00,00,00,00,10,00
1751721285601,00000285,false,1,3,00,00,00
1751721285606,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721285615,00000274,false,1,8,00,00,00,00,00,00,55,AA
1751721285622,00000433,false,1,8,00,00,00,00,00,00,00,00
1751721285627,00000513,false,1,3,0C,02,00
1751721285638,00000292,false,1,8,00,00,00,00,22,5C,00,00
1751721285652,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721285667,00000401,false,1,8,02,70,00,00,00,00,00,00
1751721285678,00000290,false,1,8,C0,43,44,20,20,50,41,55
1751721285699,00000291,false,1,8,87,53,45,20,20,20,20,20
1751721285705,00000285,false,1,3,00,00,00
1751721285711,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721285717,00000274,false,1,8,00,00,00,00,00,00,55,AA
1751721285723,00000433,false,1,8,00,00,00,00,00,00,00,00
1751721285728,0000050C,false,1,3,11,02,00
1751721285738,0000028F,false,1,8,C0,00,00,20,00,27,10,00
1751721285748,00000290,false,1,8,C0,43,44,20,20,50,41,55
1751721285753,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721285759,00000291,false,1,8,87,53,45,20,20,20,20,20
1751721285768,00000292,false,1,8,00,00,00,00,22,5C,00,00
1751721285777,000002B0,false,1,8,00,00,00,00,00,00,10,00
1751721285803,00000285,false,1,3,00,00,00
1751721285811,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721285818,00000511,false,1,3,13,12,00
1751721285823,00000274,false,1,8,00,00,00,00,00,00,55,AA
1751721285828,00000433,false,1,8,00,00,00,00,00,00,00,00
1751721285839,00000292,false,1,8,00,00,00,00,22,5C,00,00
1751721285851,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721285878,00000290,false,1,8,C0,43,44,20,20,50,41,55
1751721285887,00000513,false,1,3,0C,02,00
1751721285899,00000291,false,1,8,87,53,45,20,20,20,20,20
1751721285905,00000285,false,1,3,00,00,00
1751721285910,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721285916,00000274,false,1,8,00,00,00,00,00,00,55,AA
1751721285921,00000433,false,1,8,00,00,00,00,00,00,00,00
1751721285938,0000028F,false,1,8,C0,00,00,20,00,27,10,00
1751721285949,00000290,false,1,8,C0,43,44,20,20,50,41,55
1751721285954,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721285959,00000291,false,1,8,87,53,45,20,20,20,20,20
1751721285970,00000292,false,1,8,00,00,00,00,22,5C,00,00
1751721285981,000002B0,false,1,8,00,00,00,00,00,00,10,00
1751721285991,00000471,false,1,7,00,00,00,00,00,00,00
1751721285999,00000473,false,1,3,00,C0,00
1751721286006,00000285,false,1,3,00,00,00
1751721286011,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721286016,0000050C,false,1,3,11,02,00
1751721286020,00000274,false,1,8,00,00,00,00,00,00,55,AA
1751721286024,00000433,false,1,8,00,00,00,00,00,00,00,00
1751721286038,00000292,false,1,8,00,00,00,00,22,5C,00,00
1751721286052,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721286067,00000401,false,1,8,02,70,00,00,00,00,00,00
1751721286078,00000290,false,1,8,C0,43,44,20,20,50,41,55
1751721286098,00000291,false,1,8,87,53,45,20,20,20,20,20
1751721286103,00000285,false,1,3,00,00,00
1751721286108,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721286116,00000511,false,1,3,13,12,00
1751721286121,00000274,false,1,8,00,00,00,00,00,00,55,AA
1751721286128,00000433,false,1,8,00,00,00,00,00,00,00,00
1751721286139,0000028F,false,1,8,C0,00,00,20,00,27,10,00
1751721286149,00000290,false,1,8,C0,43,44,20,20,50,41,55
1751721286155,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721286160,00000291,false,1,8,87,53,45,20,20,20,20,20
1751721286171,00000292,false,1,8,00,00,00,00,22,5C,00,00
1751721286178,000002B0,false,1,8,00,00,00,00,00,00,10,00
1751721286189,00000513,false,1,3,0C,02,00
1751721286202,00000285,false,1,3,00,00,00
1751721286207,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721286211,00000274,false,1,8,00,00,00,00,00,00,55,AA
1751721286216,00000433,false,1,8,00,00,00,00,00,00,00,00
1751721286237,00000292,false,1,8,00,00,00,00,22,5C,00,00
1751721286252,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721286280,00000290,false,1,8,C0,43,44,20,20,50,41,55
1751721286288,0000050C,false,1,3,11,02,00
1751721286298,00000291,false,1,8,87,53,45,20,20,20,20,20
1751721286303,00000285,false,1,3,00,00,00
1751721286309,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721286314,00000274,false,1,8,00,00,00,00,00,00,55,AA
1751721286319,00000433,false,1,8,00,00,00,00,00,00,00,00
1751721286337,0000028F,false,1,8,C0,00,00,20,00,27,10,00
1751721286347,00000290,false,1,8,C0,43,44,20,20,50,41,55
1751721286351,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721286357,00000291,false,1,8,87,53,45,20,20,20,20,20
1751721286368,00000292,false,1,8,00,00,00,00,22,5C,00,00
1751721286377,000002B0,false,1,8,00,00,00,00,00,00,10,00
1751721286381,00000511,false,1,3,13,12,00
1751721286401,00000285,false,1,3,00,00,00
1751721286405,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721286412,00000274,false,1,8,00,00,00,00,00,00,55,AA
1751721286417,00000433,false,1,8,00,00,00,00,00,00,00,00
1751721286438,00000292,false,1,8,00,00,00,00,22,5C,00,00
1751721286447,00000471,false,1,7,00,00,00,00,00,00,00
1751721286451,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721286467,00000401,false,1,8,02,70,00,00,00,00,00,00
1751721286471,00000513,false,1,3,0C,02,00
1751721286477,00000290,false,1,8,C0,43,44,20,20,50,41,55
1751721286497,00000291,false,1,8,87,53,45,20,20,20,20,20
1751721286501,00000285,false,1,3,00,00,00
1751721286506,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721286512,00000274,false,1,8,00,00,00,00,00,00,55,AA
1751721286517,00000433,false,1,8,00,00,00,00,00,00,00,00
1751721286537,0000028F,false,1,8,C0,00,00,20,00,27,10,00
1751721286547,00000290,false,1,8,C0,43,44,20,20,50,41,55
1751721286551,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721286557,00000291,false,1,8,87,53,45,20,20,20,20,20
1751721286570,00000292,false,1,8,00,00,00,00,22,5C,00,00
1751721286579,000002B0,false,1,8,00,00,00,00,00,00,10,00
1751721286587,0000050C,false,1,3,11,02,00
1751721286600,00000285,false,1,3,00,00,00
1751721286605,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721286612,00000274,false,1,8,00,00,00,00,00,00,55,AA
1751721286617,00000433,false,1,8,00,00,00,00,00,00,00,00
1751721286637,00000292,false,1,8,00,00,00,00,22,5C,00,00
1751721286655,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721286677,00000290,false,1,8,C0,43,44,20,20,50,41,55
1751721286683,00000511,false,1,3,13,12,00
1751721286697,00000291,false,1,8,87,53,45,20,20,20,20,20
1751721286701,00000285,false,1,3,00,00,00
1751721286705,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721286712,00000274,false,1,8,00,00,00,00,00,00,55,AA
1751721286717,00000433,false,1,8,00,00,00,00,00,00,00,00
1751721286737,0000028F,false,1,8,C0,00,00,20,00,27,10,00
1751721286747,00000290,false,1,8,C0,43,44,20,20,50,41,55
1751721286751,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721286757,00000291,false,1,8,87,53,45,20,20,20,20,20
1751721286767,00000513,false,1,3,0C,02,00
1751721286771,00000292,false,1,8,00,00,00,00,22,5C,00,00
1751721286777,000002B0,false,1,8,00,00,00,00,00,00,10,00
1751721286802,00000285,false,1,3,00,00,00
1751721286808,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721286814,00000274,false,1,8,00,00,00,00,00,00,55,AA
1751721286819,00000433,false,1,8,00,00,00,00,00,00,00,00
1751721286838,00000292,false,1,8,00,00,00,00,22,5C,00,00
1751721286851,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721286857,0000050C,false,1,3,11,02,00
1751721286867,00000401,false,1,8,02,70,00,00,00,00,00,00
1751721286878,00000290,false,1,8,C0,43,44,20,20,50,41,55
1751721286897,00000291,false,1,8,87,53,45,20,20,20,20,20
1751721286901,00000285,false,1,3,00,00,00
1751721286906,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721286914,00000274,false,1,8,00,00,00,00,00,00,55,AA
1751721286920,00000433,false,1,8,00,00,00,00,00,00,00,00
1751721286938,0000028F,false,1,8,C0,00,00,20,00,27,10,00
1751721286943,00000511,false,1,3,13,12,00
1751721286948,00000290,false,1,8,C0,43,44,20,20,50,41,55
1751721286953,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721286960,00000291,false,1,8,87,53,45,20,20,20,20,20
1751721286968,00000292,false,1,8,00,00,00,00,22,5C,00,00
1751721286980,000002B0,false,1,8,00,00,00,00,00,00,10,00
1751721286990,00000471,false,1,7,00,00,00,00,00,00,00
1751721286999,00000473,false,1,3,00,C0,00
1751721287004,00000285,false,1,3,00,00,00
1751721287011,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721287017,00000274,false,1,8,00,00,00,00,00,00,55,AA
1751721287022,00000433,false,1,8,00,00,00,00,00,00,00,00
1751721287027,00000513,false,1,3,0C,02,00
1751721287038,00000292,false,1,8,00,00,00,00,22,5C,00,00
1751721287051,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721287078,00000290,false,1,8,C0,43,44,20,20,50,41,55
1751721287098,00000291,false,1,8,87,53,45,20,20,20,20,20
1751721287102,00000285,false,1,3,00,00,00
1751721287106,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721287110,00000274,false,1,8,00,00,00,00,00,00,55,AA
1751721287114,00000433,false,1,8,00,00,00,00,00,00,00,00
1751721287118,0000050C,false,1,3,11,02,00
1751721287137,0000028F,false,1,8,C0,00,00,20,00,27,10,00
1751721287147,00000290,false,1,8,C0,43,44,20,20,50,41,55
1751721287151,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721287159,00000291,false,1,8,87,53,45,20,20,20,20,20
1751721287168,00000292,false,1,8,00,00,00,00,22,5C,00,00
1751721287178,000002B0,false,1,8,00,00,00,00,00,00,10,00
1751721287200,00000285,false,1,3,00,00,00
1751721287204,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721287208,00000511,false,1,3,13,12,00
1751721287212,00000274,false,1,8,00,00,00,00,00,00,55,AA
1751721287216,00000433,false,1,8,00,00,00,00,00,00,00,00
1751721287237,00000292,false,1,8,00,00,00,00,22,5C,00,00
1751721287251,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721287266,00000401,false,1,8,02,70,00,00,00,00,00,00
1751721287279,00000290,false,1,8,C0,43,44,20,20,50,41,55
1751721287287,00000513,false,1,3,0C,02,00
1751721287298,00000291,false,1,8,87,53,45,20,20,20,20,20
1751721287302,00000285,false,1,3,00,00,00
1751721287306,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721287310,00000274,false,1,8,00,00,00,00,00,00,55,AA
1751721287315,00000433,false,1,8,00,00,00,00,00,00,00,00
1751721287337,0000028F,false,1,8,C0,00,00,20,00,27,10,00
1751721287347,00000290,false,1,8,C0,43,44,20,20,50,41,55
1751721287353,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721287360,00000291,false,1,8,87,53,45,20,20,20,20,20
1751721287367,00000292,false,1,8,00,00,00,00,22,5C,00,00
1751721287377,000002B0,false,1,8,00,00,00,00,00,00,10,00
1751721287386,0000050C,false,1,3,11,02,00
1751721287400,00000285,false,1,3,00,00,00
1751721287404,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721287411,00000274,false,1,8,00,00,00,00,00,00,55,AA
1751721287415,00000433,false,1,8,00,00,00,00,00,00,00,00
1751721287437,00000292,false,1,8,00,00,00,00,22,5C,00,00
1751721287447,00000471,false,1,7,00,00,00,00,00,00,00
1751721287451,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721287477,00000290,false,1,8,C0,43,44,20,20,50,41,55
1751721287481,00000511,false,1,3,13,12,00
1751721287497,00000291,false,1,8,87,53,45,20,20,20,20,20
1751721287501,00000285,false,1,3,00,00,00
1751721287505,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721287510,00000274,false,1,8,00,00,00,00,00,00,55,AA
1751721287515,00000433,false,1,8,00,00,00,00,00,00,00,00
1751721287528,0000028F,false,1,8,C0,00,00,38,00,27,10,00
1751721287538,00000290,false,1,8,C0,43,44,20,30,30,38,20
1751721287548,00000291,false,1,8,87,53,45,20,20,20,20,20
1751721287552,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721287557,00000292,false,1,8,00,00,00,00,22,5C,00,00
1751721287566,00000513,false,1,3,0C,02,00
1751721287570,0000028F,false,1,8,C0,00,00,38,00,27,10,00
1751721287577,000002B0,false,1,8,00,00,00,00,00,00,10,00
1751721287587,00000291,false,1,8,87,20,20,30,30,30,20,20
1751721287602,00000285,false,1,3,00,00,00
1751721287608,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721287614,00000274,false,1,8,00,00,00,00,00,00,55,AA
1751721287620,00000433,false,1,8,00,00,00,00,00,00,00,00
1751721287639,00000292,false,1,8,00,00,00,00,22,5C,00,00
1751721287652,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721287658,0000050C,false,1,3,11,02,00
1751721287666,00000401,false,1,8,02,70,00,00,00,00,00,00
1751721287700,00000285,false,1,3,00,00,00
1751721287704,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721287710,00000274,false,1,8,00,00,00,00,00,00,55,AA
1751721287714,00000433,false,1,8,00,00,00,00,00,00,00,00
1751721287739,0000028F,false,1,8,C0,00,00,38,00,27,10,00
1751721287745,00000511,false,1,3,13,12,00
1751721287751,00000290,false,1,8,C0,43,44,20,30,30,38,20
1751721287755,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721287760,00000291,false,1,8,87,20,20,30,30,30,20,20
1751721287767,00000292,false,1,8,00,00,00,00,22,5C,00,00
1751721287777,000002B0,false,1,8,00,00,00,00,00,00,10,00
1751721287797,00000291,false,1,8,87,20,20,30,30,30,20,20
1751721287801,00000285,false,1,3,00,00,00
1751721287805,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721287810,00000274,false,1,8,00,00,00,00,00,00,55,AA
1751721287815,00000433,false,1,8,00,00,00,00,00,00,00,00
1751721287826,00000513,false,1,3,0C,02,00
1751721287837,00000292,false,1,8,00,00,00,00,22,5C,00,00
1751721287851,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721287879,00000290,false,1,8,C0,43,44,20,30,30,38,20
1751721287899,00000291,false,1,8,87,20,20,30,30,30,20,20
1751721287905,00000285,false,1,3,00,00,00
1751721287909,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721287914,00000274,false,1,8,00,00,00,00,00,00,55,AA
1751721287918,00000433,false,1,8,00,00,00,00,00,00,00,00
1751721287922,0000050C,false,1,3,11,02,00
1751721287938,0000028F,false,1,8,C0,00,00,38,00,27,10,00
1751721287948,00000290,false,1,8,C0,43,44,20,30,30,38,20
1751721287952,0000039E,false,1,8,02,00,02,03,5B,E7,FF,FF
1751721287958,00000291,false,1,8,87,20,20,30,30,30,20,20
